ZIP CODE,tc_1# of Properties,tc_1Finance FY'2017 Market Value Total,tc_1Average Market Value,tc_1Finance FY'2017 Assessed Value Land,tc_1Finance FY'2017 Assessed Value Total,tc_1Average Assessed Value,tc_1Finance FY'2017 Exempt Value Land,tc_1Finance FY'2017 Exempt Value Total,"tc_1Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1FY'2017 Median Effective Tax Rate,"tc_1FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1FY'2017 Median Actual Assessment Ratio,tc_1FY'2017 Taxes w/out Exemptions,tc_1FY'2017 Average Taxes w/out Exemptions,tc_1FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1FY'2017 Median Effective Tax Rate w/out Exemption,tc_2 # OF PROPERTIES,tc_2 FY'2017 MARKET VALUE LAND,tc_2 FY'2017 MARKET VALUE TOTAL,tc_2 FY'2017 ASSESSED VALUE LAND,tc_2 FY'2017 ASSESSED VALUE TOTAL,tc_2 FY'2017 EXEMPT VALUE LAND,tc_2 FY'2017 EXEMPT VALUE TOTAL,tc_2 FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2 FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2 Average Actual Assessment Ratio,tc_2 Median Actual Assessment Ratio,tc_2 FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2 FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2 TOTAL UNITS,tc_2 RESIDENTIAL UNITS,tc_2 LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2 Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,Actual Assessed Value Per Gross Square Foot,Taxes w/out Exemption Per Residential Unit,Taxes w/out Exemption Per Gross Square Foot,White,Non-White,Black or African American,Asian,Hispanic Origin of Any Race
11423,4991,2843195363,569664,67471465,141665924,28384,9523425,11541089,130124835,26013256,0.0091,0.0095,0.0498,0.0502,28320435,5674,0.01,0.01,82,"$47,953,590 ","$185,955,529 ","$18,277,269 ","$65,867,670 ","$3,640,200 ","$8,391,811 ","$18,396,162 ","$77,647,509 ",41.76%,45.00%,"$3,975,507 ","$8,850,008 ","3,260","3,232","2,091,138","2,639,702","57,475,859","7,409,788",3.98%,2.88%,"10,010,317",5.38%,5.80%,"$57,536 ",$70 ,"$24,025 ",$29 ,"$3,097 ",$3.79 ,15%,85%,41%,25%,16%
11426,4387,2448810433,558197,57138239,123298378,28105,10985899,12686295,110612083,22112462,0.009,0.0094,0.0504,0.0504,24648579,5619,0.0101,0.0101,18,"$22,361,000 ","$96,892,000 ","$9,092,104 ","$34,323,694 ","$2,105,588 ","$7,389,828 ","$9,112,804 ","$41,867,921 ",43.21%,18.80%,"$2,169,222 ","$8,598,752 ","1,181","1,176","1,846,576","1,054,562","26,933,866","3,472,314",3.58%,2.26%,"5,397,612",5.57%,2.42%,"$82,391 ",$92 ,"$35,602 ",$40 ,"$4,590 ",$5.12 ,47%,53%,4%,39%,21%
11427,4183,2493879617,596194,58213718,126630644,30273,8275632,9571546,117059098,23401284,0.0094,0.0097,0.0508,0.0513,25314732,6052,0.0102,0.0103,41,"$60,209,000 ","$195,084,000 ","$25,522,642 ","$74,784,454 ","$5,618,304 ","$17,233,412 ","$26,091,262 ","$85,448,968 ",43.80%,45.00%,"$6,030,301 ","$19,000,941 ","2,942","2,935","3,601,819","2,689,844","57,551,042","7,419,480",3.80%,3.80%,"11,016,081",5.65%,5.80%,"$66,468 ",$73 ,"$29,114 ",$32 ,"$3,753 ",$4.10 ,28%,72%,26%,33%,14%
11428,4139,1900136879,459081,45420933,95359982,23039,7186826,8350107,87009875,17394144,0.0092,0.0095,0.0502,0.0502,19063414,4606,0.01,0.01,42,"$15,038,000 ","$55,110,000 ","$4,374,801 ","$16,815,728 ","$9,440 ","$9,440 ","$4,374,801 ","$18,897,688 ",34.29%,22.18%,"$9,440 ","$9,440 ",650,606,"396,734","590,976","16,806,288","2,166,667",3.93%,2.86%,"2,436,290",4.42%,2.86%,"$90,941 ",$93 ,"$31,184 ",$32 ,"$4,020 ",$4.12 ,23%,77%,19%,29%,28%
11429,5641,2424780461,429849,57400940,122590735,21732,9868319,12044313,110546422,22099335,0.0091,0.0096,0.0506,0.0509,24507114,4344,0.0101,0.0102,44,"$11,473,000 ","$28,148,000 ","$2,209,790 ","$6,190,634 ","$85,388 ","$85,388 ","$2,209,790 ","$6,581,144 ",23.38%,11.65%,"$85,388 ","$85,388 ",375,360,"248,420","285,957","6,090,216","785,151",2.79%,1.50%,"848,441",3.01%,1.50%,"$78,189 ",$98 ,"$18,281 ",$23 ,"$2,357 ",$2.97 ,5%,95%,82%,3%,11%
11430,8,4607000,575875,88647,228783,28598,1561,1561,227222,45424,0.0099,0.0096,0.0497,0.048,45736,5717,0.0099,0.0096,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11%,89%,70%,0%,30%
11432,5979,4477285424,748835,89847096,206391796,34519,12418924,18205121,188186675,37620398,0.0084,0.0087,0.0461,0.0457,41259784,6901,0.0092,0.0091,445,"$146,293,709 ","$780,477,037 ","$59,759,150 ","$287,812,574 ","$8,389,873 ","$62,639,310 ","$60,108,318 ","$333,288,277 ",42.70%,45.00%,"$8,734,218 ","$69,482,873 ","10,962","10,794","4,781,822","10,368,403","225,142,405","29,025,359",3.72%,0.99%,"42,967,525",5.51%,5.80%,"$72,307 ",$75 ,"$30,877 ",$32 ,"$3,981 ",$4.14 ,23%,77%,17%,40%,26%
11433,5894,2525333764,428458,53880774,111070910,18845,9377149,14040283,97030627,19397393,0.0077,0.0079,0.044,0.0432,22204186,3767,0.0088,0.0086,72,"$32,439,200 ","$135,810,000 ","$13,380,174 ","$47,050,040 ","$10,667,782 ","$39,088,152 ","$13,893,038 ","$58,855,373 ",43.34%,33.91%,"$11,128,836 ","$50,371,245 ","2,061","2,024","1,542,740","1,974,269","7,961,888","1,026,447",0.76%,1.96%,"7,587,635",5.59%,4.37%,"$67,100 ",$69 ,"$29,079 ",$30 ,"$3,749 ",$3.84 ,4%,96%,65%,6%,26%
11434,10270,4548886040,442930,99672143,213374334,20776,18850676,22820129,190554205,38093691,0.0084,0.0088,0.0469,0.0471,42655663,4153,0.0094,0.0094,63,"$120,326,751 ","$561,011,611 ","$52,218,169 ","$213,242,205 ","$49,739,588 ","$200,897,358 ","$52,587,716 ","$248,816,615 ",44.35%,36.44%,"$50,110,598 ","$234,868,231 ","8,259","8,230","6,137,793","9,262,761","12,344,847","1,591,498",0.28%,1.72%,"32,077,438",5.72%,4.70%,"$68,167 ",$61 ,"$30,233 ",$27 ,"$3,898 ",$3.46 ,3%,97%,87%,2%,11%
11435,5286,2727703039,516024,57773334,124747677,23600,8826226,11324445,113423232,22674438,0.0083,0.0087,0.0457,0.0461,24938308,4718,0.0091,0.0092,454,"$137,753,831 ","$720,277,500 ","$55,126,279 ","$278,485,463 ","$10,223,147 ","$42,448,243 ","$56,478,630 ","$309,028,452 ",42.90%,45.00%,"$10,534,888 ","$44,096,790 ","10,633","10,531","6,075,859","9,739,749","231,485,721","29,843,139",4.14%,1.94%,"39,839,948",5.53%,5.80%,"$68,396 ",$74 ,"$29,345 ",$32 ,"$3,783 ",$4.09 ,22%,78%,24%,22%,32%
11436,4417,1836678012,415820,38879724,83554354,18917,6504449,8342083,75212271,15035685,0.0082,0.0085,0.0455,0.0454,16703351,3782,0.0091,0.0091,12,"$2,646,000 ","$4,959,000 ","$476,698 ","$969,020 ","$81,777 ","$200,577 ","$476,698 ","$969,020 ",19.54%,19.93%,"$81,777 ","$200,577 ",50,41,"33,190","37,456","768,443","99,068",2.00%,2.07%,"124,926",2.52%,2.57%,"$120,951 ",$132 ,"$23,635 ",$26 ,"$3,047 ",$3.34 ,6%,94%,70%,8%,13%
11691,6459,3073577003,475860,53722361,131344036,20335,13030631,19317402,112026634,22395244,0.0073,0.0087,0.0427,0.0471,26256986,4065,0.0085,0.0094,421,"$108,395,687 ","$598,259,369 ","$47,200,301 ","$227,550,271 ","$27,896,736 ","$123,190,019 ","$46,045,367 ","$259,465,786 ",43.37%,45.00%,"$27,100,651 ","$139,788,712 ","12,522","12,484","10,116,259","11,022,211","104,318,176","13,448,699",2.25%,0.07%,"33,450,329",5.59%,5.80%,"$47,922 ",$54 ,"$20,784 ",$24 ,"$2,679 ",$3.03 ,38%,62%,47%,3%,28%
11692,2388,1143155428,478708,23956038,52726488,22080,10571452,23638897,29087591,5814900,0.0051,0.0078,0.0461,0.0471,10540552,4414,0.0092,0.0094,30,"$47,840,860 ","$202,291,423 ","$21,565,246 ","$77,618,731 ","$21,278,568 ","$76,750,711 ","$20,876,616 ","$89,633,007 ",44.31%,18.62%,"$20,591,468 ","$88,767,959 ","4,081","4,075","3,908,645","4,748,262","865,048","111,522",0.06%,0.19%,"11,555,487",5.71%,2.40%,"$49,642 ",$43 ,"$21,996 ",$19 ,"$2,836 ",$2.43 ,29%,71%,57%,3%,24%
11693,1870,1145278996,612449,26798965,41198006,22031,17852007,19530561,21667445,4331539,0.0038,0.0075,0.036,0.0447,8235893,4404,0.0072,0.0089,410,"$35,449,646 ","$176,881,321 ","$15,884,634 ","$71,081,321 ","$13,509,664 ","$63,386,539 ","$15,430,897 ","$76,976,351 ",43.52%,45.00%,"$13,049,837 ","$68,612,361 ","3,169","3,154","2,509,409","3,484,010","7,660,725","987,621",0.56%,0.18%,"9,923,791",5.61%,5.80%,"$56,082 ",$51 ,"$24,406 ",$22 ,"$3,146 ",$2.85 ,56%,44%,32%,6%,17%
11694,3565,2719310740,762780,65278517,145103114,40702,27256076,29119928,115983186,23186199,0.0085,0.011,0.0534,0.0572,29007564,8137,0.0107,0.0114,443,"$46,864,125 ","$215,906,594 ","$19,250,450 ","$78,716,913 ","$8,176,417 ","$32,857,903 ","$18,855,698 ","$86,682,699 ",40.15%,45.00%,"$7,933,261 ","$35,377,883 ","3,978","3,949","5,600,728","4,195,779","45,845,596","5,910,414",2.74%,0.67%,"11,175,134",5.18%,5.80%,"$54,674 ",$51 ,"$21,951 ",$21 ,"$2,830 ",$2.66 ,85%,15%,8%,3%,13%
11697,25,436494030,17459761,10772516,22449283,897971,3230029,4241951,18207332,3639828,0.0083,0,0.0514,0.011,4487836,179513,0.0103,0.0022,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,99%,1%,0%,0%,1%
